title,price,brand,category,producturl,imageurl
Lipton Quality Black Tea Bags 100 pack,$7.00,Lipton,Drinks,https://www.woolworths.com.au/shop/productdetails/587911/lipton-quality-black-tea-bags,https://cdn1.woolworths.media/content/wowproductimages/large/587911.jpg
MilkLab Home Barista Almond Long Life Milk UHT 1L,$5.50,MilkLab,Drinks,https://www.woolworths.com.au/shop/productdetails/895609/milklab-home-barista-almond-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/895609.jpg
Milo Malt Chocolate Drinking Powder Hot or Cold 460g,$10.75,Milo,Drinks,https://www.woolworths.com.au/shop/productdetails/875162/milo-malt-chocolate-drinking-powder-hot-or-cold,https://cdn1.woolworths.media/content/wowproductimages/large/875162.jpg
Woolworths Lemonade Zero Sugar Bottle 1.25L,$1.20,Woolworths,Drinks,https://www.woolworths.com.au/shop/productdetails/756025/woolworths-lemonade-zero-sugar-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/756025.jpg
Coca-Cola Classic  Soft Drink Mini Bottles 300mL X 12 pack,$20.00,Coca-Cola,Drinks,https://www.woolworths.com.au/shop/productdetails/313019/coca-cola-classic-soft-drink-mini-bottles,https://cdn1.woolworths.media/content/wowproductimages/large/313019.jpg
Pureau Pure Water Water 10L,$9.60,Pureau,Drinks,https://www.woolworths.com.au/shop/productdetails/94005/pureau-pure-water-water,https://cdn1.woolworths.media/content/wowproductimages/large/094005.jpg
Red Bull Energy Drink 250mL x 4 pack,$7.50,Red Bull,Drinks,https://www.woolworths.com.au/shop/productdetails/162609/red-bull-energy-drink,https://cdn1.woolworths.media/content/wowproductimages/large/162609.jpg
Cocobella Coconut Water Chocolate 1L,$5.50,Cocobella,Drinks,https://www.woolworths.com.au/shop/productdetails/500999/cocobella-coconut-water-chocolate-chocolate,https://cdn1.woolworths.media/content/wowproductimages/large/500999.jpg
Sanitarium So Good Barista Oat Long Life Milk UHT 1L,$4.00,Sanitarium,Drinks,https://www.woolworths.com.au/shop/productdetails/83273/sanitarium-so-good-barista-oat-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/083273.jpg
Powerade ION4 Lemon Lime Sports Drink Sipper Cap 600mL,$4.40,Powerade,Drinks,https://www.woolworths.com.au/shop/productdetails/365548/powerade-ion4-lemon-lime-sports-drink-sipper-cap,https://cdn1.woolworths.media/content/wowproductimages/large/365548.jpg
Frantelle Australian Still Spring Water Bottles Multipack 600mL x 24 pack,$12.00,Frantelle,Drinks,https://www.woolworths.com.au/shop/productdetails/219582/frantelle-australian-still-spring-water-bottles-multipack,https://cdn1.woolworths.media/content/wowproductimages/large/219582.jpg
Australia's Own Barista Almond Long Life Milk UHT 1L,$4.00,Australia's Own,Drinks,https://www.woolworths.com.au/shop/productdetails/64810/australia-s-own-barista-almond-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/064810.jpg
Sprite Lemonade Soft Drink Bottle 1.25L,$2.40,Sprite,Drinks,https://www.woolworths.com.au/shop/productdetails/95325/sprite-lemonade-soft-drink-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/095325.jpg
Jarrah Classic Hot Chocolate 10 pack,$7.60,Jarrah,Drinks,https://www.woolworths.com.au/shop/productdetails/46127/jarrah-classic-hot-chocolate-sachets,https://cdn1.woolworths.media/content/wowproductimages/large/046127.jpg
Monster Energy Juice Mango Loco 500mL x 4 pack,$16.00,Monster,Drinks,https://www.woolworths.com.au/shop/productdetails/708119/monster-energy-juice-mango-loco,https://cdn1.woolworths.media/content/wowproductimages/large/708119.jpg
Vitasoy Soy Milky Regular Long Life Milk UHT 1L,$2.45,Vitasoy,Drinks,https://www.woolworths.com.au/shop/productdetails/212840/vitasoy-soy-milky-regular-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/212840.jpg
Schweppes Lemonade Soft Drink Bottle 1.1L,$3.00,Schweppes,Drinks,https://www.woolworths.com.au/shop/productdetails/703393/schweppes-lemonade-soft-drink-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/703393.jpg
Coca-Cola Diet Soft Drink Bottle 1.25L,$2.40,Coca-Cola,Drinks,https://www.woolworths.com.au/shop/productdetails/94493/coca-cola-diet-soft-drink-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/094493.jpg
Pauls Zymil Lactose Free Low Fat Long Life Milk UHT 1L,$3.00,Pauls,Drinks,https://www.woolworths.com.au/shop/productdetails/146547/pauls-zymil-lactose-free-low-fat-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/146547.jpg
Mount Franklin Lightly Sparkling Water Lime Cans 250mL x 6 pack,$10.00,Mount Franklin,Drinks,https://www.woolworths.com.au/shop/productdetails/242317/mount-franklin-lightly-sparkling-water-lime-cans,https://cdn1.woolworths.media/content/wowproductimages/large/242317.jpg
Schweppes Lemonade Soft Drink Single Bottle 2L,$3.00,Schweppes,Drinks,https://www.woolworths.com.au/shop/productdetails/32634/schweppes-lemonade-soft-drink-single-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/032634.jpg
Mother Energy Drink Original Multipack Cans 500mL x 4 pack,$8.90,Mother,Drinks,https://www.woolworths.com.au/shop/productdetails/324461/mother-energy-drink-original-multipack-cans,https://cdn1.woolworths.media/content/wowproductimages/large/324461.jpg
Red Bull Berry Edition Sugar Free 250mL,$2.80,Red Bull,Drinks,https://www.woolworths.com.au/shop/productdetails/6008388/red-bull-berry-edition-sugar-free,https://cdn1.woolworths.media/content/wowproductimages/large/6008388.jpg
Devondale Skim Long Life Milk UHT 1L,$2.00,Devondale,Drinks,https://www.woolworths.com.au/shop/productdetails/33637/devondale-skim-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/033637.jpg
Twinings English Breakfast Tea Bags 100 pack,$6.75,Twinings,Drinks,https://www.woolworths.com.au/shop/productdetails/72618/twinings-english-breakfast-tea-bags-tea-bags,https://cdn1.woolworths.media/content/wowproductimages/large/072618.jpg
So Good Extra Creamy Oat Long Life Milk UHT 1L,$1.95,So Good,Drinks,https://www.woolworths.com.au/shop/productdetails/334369/so-good-extra-creamy-oat-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/334369.jpg
Kirks Lemonade Soft Drink Bottle 1.25L,$2.85,Kirks,Drinks,https://www.woolworths.com.au/shop/productdetails/52558/kirks-lemonade-soft-drink-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/052558.jpg
Golden Circle Fruit Drinks Lunch Box Poppers Multipack Apple Splash 250mL x 6 pack,$5.10,Golden Circle,Drinks,https://www.woolworths.com.au/shop/productdetails/94950/golden-circle-fruit-drinks-lunch-box-poppers-multipack-apple-splash,https://cdn1.woolworths.media/content/wowproductimages/large/094950.jpg
Mount Franklin Lightly Sparkling Water Pasionfruit Multipack Cans 375mL x 10 pack,$12.00,Mount Franklin,Drinks,https://www.woolworths.com.au/shop/productdetails/136874/mount-franklin-lightly-sparkling-water-pasionfruit-multipack-cans,https://cdn1.woolworths.media/content/wowproductimages/large/136874.jpg
Milo Malt Chocolate Drinking Powder Hot or Cold 1kg,$17.50,Milo,Drinks,https://www.woolworths.com.au/shop/productdetails/192985/milo-malt-chocolate-drinking-powder-hot-or-cold,https://cdn1.woolworths.media/content/wowproductimages/large/192985.jpg
Twinings Pure Peppermint Tea Bags 10 pack,$3.00,Twinings,Drinks,https://www.woolworths.com.au/shop/productdetails/58970/twinings-pure-peppermint-tea-bags-tea-bags,https://cdn1.woolworths.media/content/wowproductimages/large/058970.jpg
Cocobella Coconut Water Straight Up 1L x 6 pack,$19.80,Cocobella,Drinks,https://www.woolworths.com.au/shop/productdetails/986332/cocobella-coconut-water-straight-up,https://cdn1.woolworths.media/content/wowproductimages/large/986332.jpg
Vitasoy Almond Milky Long Life Milk UHT 1L,$2.00,Vitasoy,Drinks,https://www.woolworths.com.au/shop/productdetails/660390/vitasoy-almond-milky-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/660390.jpg
Mt Ossa Australian Natural Spring Water 10L,$4.75,Mt Ossa,Drinks,https://www.woolworths.com.au/shop/productdetails/912380/mt-ossa-australian-natural-spring-water,https://cdn1.woolworths.media/content/wowproductimages/large/912380.jpg
Cadbury Drinking Chocolate 450g,$7.00,Cadbury,Drinks,https://www.woolworths.com.au/shop/productdetails/152988/cadbury-drinking-chocolate,https://cdn1.woolworths.media/content/wowproductimages/large/152988.jpg
Coca-Cola Caffeine Free Zero Sugar Soft Drink Bottle 1.25L,$2.40,Coca-Cola,Drinks,https://www.woolworths.com.au/shop/productdetails/137848/coca-cola-caffeine-free-zero-sugar-soft-drink-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/137848.jpg
Pepsi Max No Sugar Cola Soft Drink Cans Multipack 375mL x 10 pack,$19.00,Pepsi Max,Drinks,https://www.woolworths.com.au/shop/productdetails/442190/pepsi-max-no-sugar-cola-soft-drink-cans-multipack,https://cdn1.woolworths.media/content/wowproductimages/large/442190.jpg
Bundaberg Ginger Beer 375mL x 4 pack,$7.70,Bundaberg,Drinks,https://www.woolworths.com.au/shop/productdetails/97471/bundaberg-ginger-beer,https://cdn1.woolworths.media/content/wowproductimages/large/097471.jpg
Macro Organic Soy Long Life Milk UHT 1L,$2.00,Macro,Drinks,https://www.woolworths.com.au/shop/productdetails/215455/macro-organic-soy-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/215455.jpg
Coca-Cola Classic  Soft Drink Mini Cans 250mL X 6 pack,$10.00,Coca-Cola,Drinks,https://www.woolworths.com.au/shop/productdetails/244370/coca-cola-classic-soft-drink-mini-cans,https://cdn1.woolworths.media/content/wowproductimages/large/244370.jpg
Schweppes Natural Mineral Water Bottle Natural 1.1L,$3.00,Schweppes,Drinks,https://www.woolworths.com.au/shop/productdetails/634292/schweppes-natural-mineral-water-bottle-natural,https://cdn1.woolworths.media/content/wowproductimages/large/634292.jpg
Vitasoy Calci Plus Soy Long Life Milk UHT 1L,$3.00,Vitasoy,Drinks,https://www.woolworths.com.au/shop/productdetails/42937/vitasoy-calci-plus-soy-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/042937.jpg
Powerade Mountain Blast Zero Sports Drink Sipper Cap 600mL,$4.40,Powerade,Drinks,https://www.woolworths.com.au/shop/productdetails/723453/powerade-mountain-blast-zero-sports-drink-sipper-cap,https://cdn1.woolworths.media/content/wowproductimages/large/723453.jpg
Woolworths Cola Bottle 1.25L,$1.20,Woolworths,Drinks,https://www.woolworths.com.au/shop/productdetails/756022/woolworths-cola-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/756022.jpg
Macro Organic Oat Unsweetened Long Life Milk UHT 1L,$2.40,Macro,Drinks,https://www.woolworths.com.au/shop/productdetails/150166/macro-organic-oat-unsweetened-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/150166.jpg
Woolworths Apple & Blackcurrant Juice 2L,$2.70,Woolworths,Drinks,https://www.woolworths.com.au/shop/productdetails/825529/woolworths-apple-blackcurrant-juice,https://cdn1.woolworths.media/content/wowproductimages/large/825529.jpg
Woolworths Orange Juice 2L,$5.00,Woolworths,Drinks,https://www.woolworths.com.au/shop/productdetails/825528/woolworths-orange-juice,https://cdn1.woolworths.media/content/wowproductimages/large/825528.jpg
